text,positive,negative,assigned,Jakob,Jamie,Darren,Final Decision,Agree w/ Vader,Heather
Do you know which vaccine will be administered at the Seneca College Newnham campus tomorrow June 24? Thanks!,1.00,0.00,Positive,p,p,p,p,y,
And stating vaccinated dont need masks or to quarantine if exposed Covid? I guess they dont know that you can still get Covid with the vaccine? Time to go to a college in a common sense state,0.00,1.00,Negative,p,a,p,u,n/a,
The age group most likely to be attending Community College is also the age range most likely to be spreading the virus. Make the vaccine mandatory.,1.00,0.00,Positive,p,p,p,p,y,
InsaneNo reason a healthy college kid needs a vaccine for an illness with a 99.9% survival rate,0.50,0.50,Negative,a,a,a,a,y,
"Eye On Offline Classes, Karnataka Focuses On Jabs To College Students",0.00,1.00,Negative,p,u,u,u,n/a,
"COLUMN: If athletes refuse to get the vaccine, this weekends disaster at the College World Series will keep happening",0.00,1.00,Negative,p,u,u,u,n/a,
"I think there is enough data and information about the vaccine that anyone that has a college education like he does, should be able to determine that it is safe and effective. I think he doesnt like the NFLs position on it and is spouting off because of that.",0.80,0.20,Positive,p,p,a,p,y,
Surgeon fired by College of Medicine for voicing safety concerns about Covid shots for children #Vaccine #COVID19 ~,0.44,0.56,Negative,u,u,u,u,n/a,
"Theyre college kids. Im not calling you specifically out, but rather the NCAA. Time to use some common sense. There were legitimately thousands of people shoulder to shoulder at the Old Matt tents last night. Testing has ran its course with how easily accessible the vaccine is.",1.00,0.00,Positive,p,u,p,p,y,
Theyre independent events - ie: using the logic that you made it to the NFL gives absolutely zero credence to the argument that you dont need to get the vaccine. Maybe you shouldve payed more attention in college stats class (if they even have that at SMU),0.00,1.00,Negative,p,p,p,p,n,
He can do what he wants but If my kid has to get a vaccine to go to college he should need one to play.,1.00,0.00,Positive,p,p,p,p,y,
"How tf you sit out a whole year of college ball cuz of COVID, then when a vaccine is made for COVID, you dont wanna take it and evvvvvvvveryone has to know that youre not taking it? Fucking dumb if you ask me. Like I said, at least shut the fuck up about it",0.26,0.74,Negative,u,p,p,p,n,
"several students filed a lawsuit against [Indiana Univ.] over the mandate, arguing it is draconian and violates their constitutional rights.",0.00,1.00,Negative,u,a,a,u,n/a,
"Thanks thats useful to see. Although with no vaccine plan for 16-18s, college students remain in the firing line.",0.56,0.44,Positive,a,u,u,a,n,
"Somehow the college football season was completed in the heart of the pandemic, before the vaccine was readily available, and did not include an equivalent incident in determining the national champion. Explain that #NCState",1.00,0.00,Positive,a,u,a,a,n,
"The vaccine gives, just not what youj expectedNCAA Kicks NC State Out of College World Series After 4 Vaccinated Players Test Positive For Covid-19",1.00,0.00,Positive,u,a,p,a,n,
"The Moderna COVID-19 vaccine will be offered at Atlanta Technical College by Alluriam Health &amp; Wellness on Friday, June 25, 2021, from 9:00 am to 2:00 pm in the Cleveland Dennard Center.Register now to reserve your spot!",1.00,0.00,Positive,p,p,p,p,y,
It is wrong to risk harming healthy people so that college can peddle a psychological placebo to those who dont care enough to consider basic scientific facts.,0.19,0.81,Negative,a,a,a,a,n,
"If you get vaccinated at a County mobile vaccination site, you can enter a drawing to win a pair of Padres baseball tickets. Wed., June 16 locations: Hillel of San Diego at SDSU Carlsbad Chamber of Commerce SD Mesa College",1.00,0.00,Positive,p,p,p,p,y,
Sir my 8 months old son is on mother feed and peads specialist do not recommend vaccine until the feeding duration. I am serving at college cadre and getting pressure of authorities to provide medical certificate.. What are the directions for me in this regard??,0.00,1.00,Negative,p,a,u,u,n/a,
"A day before COVID-19 issues cut short his team\s season and College World Series berth, N.C. State baseball coach Elliott Avent said he did not want to indoctrinate players regarding the coronavirus vaccine. #USA",0.38,0.62,Negative,a,u,a,u,n/a,
"-The Biden administration and ICE still have no clear plan to provide vaccine access to the more than 22,100 detained people in ICE custody.-backing away from a promise of free college/university tuition for students from families making less than $125,000",0.52,0.48,Positive,p,p,u,u,n/a,
if youre smart enough to go to college youre smart enough to get a vaccine that has been in the works for years. there is no place for stupid conspiracies about a pandemic that has killed hundreds of thousands of people.,0.35,0.65,Negative,p,p,p,p,n,
Fourth FIR in fraudulent vaccine camps case-- this time at Borivali police stn. It pertains to a vaccine camp at Aditya college in Borivali on June 3 where staff &amp; their families had been given shots. Ex Kokilaben Ambani Hospital employee Rajesh Pandey is booked.,0.00,1.00,Negative,u,u,u,u,n/a,
Sir I took the 2nd dose vaccine of COVAXIN at Jorhat College CVC center on 20th June but till now I didnt get my final certificate and in the CoWIN portal there is no update of the vaccination. As the certificate is vary much essential please help me sir,0.70,0.30,Positive,p,p,p,p,y,
"Coming to college campuses near you....students fighting the vaccine mandate. Smart, considering CDC is seeing rise in heart inflamation death &amp; illness in vaccinated younger males 16+.",0.23,0.77,Negative,a,a,a,a,n,
"Vancouver, your first dose of COVID-19 is still waiting for you. Help yourself and your community by dropping into the Vancouver Community College clinic on June 23, 26 and 27.Come by to enjoy the good vibes and live music on-site. Learn more at",1.00,0.00,Positive,p,p,p,p,y,
"NC States #CollegeWorldSeries dreams got knocked out by COVID, but the NCAA isnt the only one to blame. Vaccine decisions had a lot to do with this, too. My column, sure to ruffle feathers.",0.61,0.39,Positive,u,u,u,u,n/a,
High Desert Daily: #CSUSB has joined hundreds of colleges across the nation in President Bidens COVID-19 College Vaccine Challenge to urge more young Americans to get vaccinated. #COVIDCollegeChallenge #WeCanDoThis,1.00,0.00,Positive,p,p,p,p,y,
"If I research, Ill find out these healthy college athletes (even if they arent vaccinated) are more likely to die by their team bus crashing on the way home than from Covid. Im not against the vaccine, just societys stupid protocols that make no sense",0.18,0.82,Negative,p,a,a,a,y,
"First of all, its not a vaccine. Its experimental gene therapy. Not FDA approved even. Pharma companies are released from liability and the people are the testing guinea pigs. Research! Gates is a vaccine expert? No! A college dropout who believes in depopulation.",0.00,1.00,Negative,a,a,a,a,y,
Our vaccine clinic with is just kicking off at Back of the Yards College Prep. Thank you to everyone who has gotten vaccinated!#ProtectChicago,1.00,0.00,Positive,p,p,p,p,y,
"Another fake vaccine camp busted at City College, Kolkata with at least 300 victims including professors and students. Also, thousands of vaccine vials have allegedly gone missing from 2 vaccine storage centres. : TV9 Bangla",0.00,1.00,Negative,u,u,u,u,n/a,
BHCC Pledges to Action in becoming a Vaccine Champion College. Read more in #BHCCnews,1.00,0.00,Positive,p,u,p,u,n/a,
#Reopencolleges PLEASE OPEN COLLEGE INSTITUTE WITH VACCINE CERTIFICATE AND MASK,1.00,0.00,Positive,p,p,p,p,y,
"For opening college there should be a condition that student must have taken single dose of vaccine and should produce the same to college authority ,If a student is Fully vaccinated that is great .. offline classes ae well as practical classes can be resumed",0.83,0.17,Positive,p,p,p,p,y,
"I had to get a second MMR vaccine before college, because though my mother was absolutely sure Id had it, my childhood record was incomplete. This isnt new.",1.00,0.00,Positive,p,p,p,p,y,
Government invite under 21sfor jabs&gt;19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna Vaccine,0.37,0.63,Negative,a,u,a,u,n/a,
"A drawing held each week for two months, starting July 8. Weekly cash drawings will range from $1,000 to $50,000 and will culminate in a drawing for a $1 million grand prize on Aug. 26.What do you think of all these COVID-19 vaccination lotteries?",1.00,0.00,Positive,p,u,u,u,n/a,
Tucker about how college kids feel pressure to take the vaccine,0.00,1.00,Negative,u,u,a,a,y,
"From free Panera bagels and Chipotle burritos to delivery service gift cards for college students, these incentives come days after the White House acknowledged the US would fall short of President Joe Bidens July Fourth Covid-19 vaccination goals",1.00,0.00,Positive,u,,u,u,n/a,
"Vaccination slot available On: - Date: 21-06-2021 - For Age(+): 18 - Slot Available: 113 - Vaccine : COVISHIELDIn P.D. PANDYA COLLEGE, NA-, Ahmedabad Corporation, Gujarat, 380050 Fee: Free #COVID19 #Vaccine #CovidIndia #vaccination #Cowin #India",1.00,0.00,Positive,p,,p,p,y,
Stillman College is hosting a COVID-19 vaccination clinic today from 8:30an to 4:30pm at Birthright Alumni Hall. Second doses of Phizer and single doses of Johnson and Johnson vaccine are available. No appointments are required. Its open to anyone 12 years-old and up.,0.00,1.00,Negative,p,,p,p,n,
"Do you have questions about your child receiving the COVID-19 vaccine? Join Dr. Hirji, Niagaras Medical Officer of Health (acting), for a moderated Q/A.June 22 and June 23 from 7:00 - 8:00p.m. via Zoom:",1.00,0.00,Positive,p,,p,p,y,
"We are having one of the most exciting College World Series ever as far as pitching and 8th inning comebacks, and wants to have a mandatory vaccine policy debate... #Dude",1.00,0.00,Positive,u,,u,u,n/a,
What about the part where kids must be cleared by a physician to play sports in HS/college/pros. Sorry. This is ridiculous to me. Dont get the vaccine thats fine but to say its values or they cant tell me what to doDude can you get fined for wearing the wrong socks.,0.53,0.47,Positive,p,,p,p,y,
