"","access","mening","pandem","york","inelig","lot","nthe","program","summer","winner","countri","execut","healthi","research","semest","tomorrow","big","charg","decis","point","provid","sport","counti","famili","nvaccin","return","encourag","medicin","white","exam","monei","resid","coach","feel","governor","proof","footbal","posit","protocol","rate","understand","ducei","job","site","choic","wait","daughter","disast","draw","experiment","run","visit","walk","danger","drive","vax","american","call","tuition","immun","opinion","slot","certif","your","doctor","incent","parent","elig","friend","hous","join","safe","case","includ","learn","life","north","stop","hunter","institut","scienc","son","adult","govern","inform","read","approv","depart","hill","challeng","plan","polit","apologis","sir","talk","hospit","high","studi","enter","arizona","book","care","dr","good","wear","myocard","fulli","india","passport","show","gov","mandatori","person","live","take","thing","ban","basebal","protect","group","viru","announc","week","juli","cash","end","mistak","class","due","issu","staff","chanc","team","full","im","put","appoint","give","nc","prize","start","happen","back","educ","new","pm","plai","effect","center","children","open","order","freshman","player","june","offer","sydnei","forc","attend","nsw","dai","public","work","fall","young","lotteri","time","problem","million","di","risk","medic","mask","campu","win","test","dont","clinic","error","heart","seri","joseph","moderna","month","todai","shot","world","commun","jab","privat","free","make","athlet","scholarship","kid","st","ag","univers","receiv","state","mandat","health","amp","pfizer","requir","peopl","year","dose","school","student"
"case",2,2,1.96412698412698,2,2,1.96451914098973,1.96451914098973,2,1.96371882086168,2,1.89468864468864,2,1.89355742296919,2,2,2,2,2,1.96525905959868,2,2,2,1.96451914098973,1.96451914098973,2,2,1.96626984126984,2,2,1.96190476190476,2,1.96560846560847,1.93189033189033,1.96688560481664,1.86633249791145,2,1.96560846560847,2,2,1.89974937343358,2,1.96746031746032,2,2,2,2,1.93377120963328,2,2,1.96773354150403,2,2,1.96717783158461,2,1.96688560481664,1.93189033189033,1.93700396825397,1.7096018735363,2,2,2,1.96626984126984,1.93492063492063,2,1.93700396825397,2,2,2,1.96746031746032,2,2,1.96920161099266,0,1.96942110177404,1.9696342305038,2,2,2,1.96984126984127,2,2,1.96897546897547,1.96897546897547,2,1.96920161099266,1.9696342305038,2,2,1.97042835399,2,2,1.96897546897547,2,2,1.9696342305038,1.91071428571429,1.97096908939014,1.94008495416946,2,2,1.96850198412698,1.96942110177404,1.91128506196999,1.85569985569986,2,1.71868131868132,1.91488095238095,2,1.80246913580247,1.97130647130647,1.9162363740677,2,1.91440626883665,1.97193186217576,1.94356261022928,1.97222222222222,1.7766303308472,1.88772744870306,2,1.94499815430048,1.94356261022928,1.97301587301587,2,1.97263273125342,2,2,2,1.94627594627595,1.94674859190988,2,1.94603174603175,1.94784580498866,1.97325741890959,1.97402597402597,1.97313797313797,1.97381770577647,2,2,1.8961038961039,2,2,1.9745115995116,2,1.97402597402597,1.92434356920338,1.97193186217576,1.97301587301587,1.9490231990232,2,2,1.97572362278245,2,1.95186052563102,1.90079365079365,1.97606246799795,2,1.97631448412698,1.95144724556489,2,2,1.97631448412698,2,1.97671957671958,1.97698412698413,1.83816425120773,2,1.93211068211068,1.93183300717547,1.95446086480569,1.93251340271208,1.90687830687831,1.97759103641457,1.9327731092437,1.97771672771673,2,1.97713397713398,1.95518207282913,1.97759103641457,2,1.86839826839827,1.93408826945412,1.97834663730617,1.95627792034978,1.91403602639558,2,1.93430866322433,1.93571428571429,2,1.93707482993197,2,2,2,1.83380018674136,2,1.95936507936508,1.98011091986996,1.86043360433604,1.94122853602408,1.94181757209926,1.90481213582479,1.96235426323922,1.85060690943044,1.92431281455672,1.9631649097298,1.90751156105487,1.83345864661654,1.94508168230796,1.87218244497481,1.96434771825397,1.89929244259235
"includ",1.93058823529412,1.96488595438175,1.96529411764706,1.9656862745098,2,1.89705882352941,1.9656862745098,1.93212669683258,2,1.89465786314526,2,1.96642619311876,2,1.9656862745098,2,1.96606334841629,1.9656862745098,2,2,2,1.93212669683258,1.93137254901961,1.86274509803922,1.93137254901961,2,2,2,1.96355498721228,1.67112299465241,1.96307189542484,1.96529411764706,1.93355119825708,2,2,2,1.96642619311876,1.96677559912854,2,2,1.96775025799794,2,1.96862745098039,2,2,2,2,2,2,1.96446078431373,1.96890067502411,2,1.96890067502411,2,1.84582542694497,2,1.96711229946524,1.69669117647059,1.96890067502411,1.90900735294118,1.87666034155598,2,2,2,2,2,1.81945701357466,2,1.88147497805092,1.93725490196078,1.93780135004822,1.96990950226244,2,1.96942110177404,0,2,1.93833017077799,2,1.93833017077799,1.94201680672269,1.97058823529412,1.96862745098039,1.97014260249554,1.76114081996435,2,2,2,1.97036874451273,1.97140522875817,1.94319097502015,1.97036874451273,1.82605042016807,2,2,1.96890067502411,1.94160272804774,1.88562091503268,1.97213622291022,1.97120961060481,1.97100840336134,2,2,1.91176470588235,2,1.97230710466005,2,1.96990950226244,2,1.97058823529412,1.97294843863471,2,1.94649184975195,1.89117647058824,1.94527177959792,1.91929698708752,2,1.9733893557423,1.97324592487597,1.91929698708752,1.97279411764706,1.97366621067031,1.97294843863471,1.89673202614379,2,1.9737998647735,1.94558823529412,2,2,1.97430510665805,2,2,2,1.97509003601441,2,1.90077243018419,1.9486102133161,1.89993935718617,2,2,2,1.73799864773496,1.97498483929654,1.97567873303167,1.97594832325454,2,1.97594832325454,2,2,1.97567873303167,2,1.97644456012493,2,1.95117075956596,2,1.97636554621849,1.93168880455408,1.90968040759611,1.97748161764706,1.95378151260504,1.93244485294118,1.97716403634625,1.95496323529412,1.93332596196373,1.93366013071895,2,1.82438192668372,1.8919878296146,1.9785373608903,1.95688960515713,1.76237322515213,2,1.86732026143791,1.8937908496732,1.95751633986928,1.9788838612368,1.80557809330629,1.97830111065405,1.91503267973856,1.95751633986928,2,1.97923351158645,2,1.9590275416525,2,1.97967614011897,2,1.85489014883062,2,1.89899806076277,1.96038415366146,1.96058823529412,1.94017554665845,1.96033182503771,2,1.63461538461538,1.96169934640523,1.98127805339003,1.92491630798661,1.8341898097529,1.85418392709196,1.91064780342517,1.84109838625716,1.92997198879552,1.87571736011478,1.96549917676994,1.94800833719314,1.96532507739938,1.93144411049091,1.86325986241752,1.90004595588235,1.7501206499008
"learn",1.86202898550725,2,1.93101449275362,2,2,2,2,1.96627647714604,1.79059449866903,1.96509908311151,2,1.59967186218212,2,1.93179880647911,1.96467391304348,1.96627647714604,1.79539641943734,2,2,2,1.96627647714604,2,2,2,2,2,1.96765010351967,2,1.93465085638999,2,1.93101449275362,1.96698872785829,2,2,1.61556064073227,1.96663932184851,1.96698872785829,2,2,2,2,1.62608695652174,1.96765010351967,1.93465085638999,2,1.93768115942029,2,2,1.61141304347826,2,2,1.93822760750772,2,2,2,2,1.96988224637681,2,1.96988224637681,2,2,2,2,2,2,1.94024526198439,2,1.85290936621242,2,1.93822760750772,1.76098104793757,1.76465498593987,1.9696342305038,2,0,1.96937821411875,1.97101449275362,2,2,1.97080136402387,1.96884057971014,1.9703557312253,1.94071146245059,2,1.97058187324248,1.97101449275362,2,1.97161835748792,2,1.88232749296993,2,2,2,2,1.82608695652174,1.97161835748792,1.97234935163997,2,1.79855072463768,1.6617033948779,2,2,1.97180861623983,1.9175607001694,1.67608695652174,2,1.94601449275362,1.79560954816709,2,2,2,2,1.91854705558613,1.94662424885118,1.9194847020934,1.97360248447205,1.94691810721145,1.97331212442559,2,2,1.94632313472893,1.9743961352657,1.94775867880013,1.9480259870065,1.81105072463768,2,2,1.8216276477146,2,1.66552678716821,1.8975845410628,1.85181898846495,2,2,1.9235547061634,1.9751979680263,1.97579850851273,2,1.9754062362758,1.97401299350325,1.95039593605259,2,1.95232290396858,1.80324989020641,1.88080725992144,1.97331212442559,2,2,2,2,1.97710388503227,1.68538061066554,2,1.97657867494824,1.93232819074334,1.95526646125756,2,1.97710388503227,2,2,1.93308423913043,2,2,1.91345755693582,2,1.97861069465267,1.97875048962005,2,1.80749625187406,2,1.9780998389694,1.95794259732879,1.72662688263711,1.83277591973244,1.70054972513743,2,1.97897129866439,1.89485649332197,2,2,2,2,2,2,1.97992065419804,1.95896629998254,2,1.86008918617614,1.98040520556049,2,1.861901509978,1.96075808249721,2,1.86687651649288,1.96212560386473,2,1.96288441145281,1.83610796832067,1.94595835884874,1.75279765180701,1.75580351417212,1.96541225185726,1.70179392011311,2,1.9486477233824,1.96575133485889,1.84766740717233,1.83120611531943,1.93421648550725,1.63029606436526
"life",2,2,1.96387096774194,2,2,1.96426312460468,1.96426312460468,2,2,1.92692560895326,1.96464019851117,1.93000608642727,2,1.96426312460468,2,2,1.89278937381404,2,1.96500304321363,2,1.96464019851117,2,2,1.85705249841872,1.96535244922342,1.93070489844683,2,2,1.96568914956012,1.84659498207885,1.92774193548387,1.96535244922342,1.93137829912023,1.96662958843159,2,1.96500304321363,1.93070489844683,2,2,1.93265421618563,1.96692181519956,2,1.93202764976959,2,1.93000608642727,1.96720430107527,2,1.90243257535695,2,1.93495505023797,2,2,2,2,2,1.89706744868035,1.96824596774194,2,1.93649193548387,2,1.96799795186892,2,2,1.96720430107527,2,1.90545905707196,2,2,1.93440860215054,2,2,1.87578237843043,2,1.93833017077799,1.96937821411875,0,2,1.90322580645161,2,2,1.96720430107527,2,1.93743890518084,1.96894559460761,2,1.96937821411875,1.93789118921521,2,2,2,1.90875576036866,1.90615835777126,2,1.90243257535695,2,2,1.94142614601019,2,1.93917050691244,2,1.96824596774194,1.90749525616698,2,1.88353581901969,2,1.96848635235732,2,2,2,1.94210090984285,1.97182277497085,1.94274193548387,2,1.94335169158143,1.94305057745918,1.83179723502304,1.97182277497085,1.94335169158143,1.97137096774194,2,1.88610115491836,1.97275985663082,2,2,2,1.97263501268576,2,2,2,2,2,1.97366688610928,1.97300140252454,2,1.97288195675292,1.97356168939142,2,2,1.97376995764093,1.94475342973674,1.8678084469571,1.87127791563275,1.94905034669882,1.94753991528185,2,1.97167584579072,1.94551971326165,1.92276674937965,1.97425558312655,1.87510705109906,1.9509352127948,1.94832445975572,1.97567424643046,1.97494239631336,1.9758064516129,2,2,2,1.92817540322581,2,2,1.97635217074945,1.90585424133811,2,1.95324918186068,1.9769744160178,1.88557105492589,1.95404330534688,1.9539488320356,1.93174535355693,1.90585424133811,1.95467004005903,1.95467004005903,1.93238213399504,1.93092324805339,1.97687796074893,1.8640101201771,1.97733502002952,2,1.95562072336266,1.86664044059795,2,1.97788294378984,1.95650598042769,1.97828437556316,1.86708122813836,1.86989247311828,1.95675292449486,2,2,1.91454146259078,1.85119933829611,1.89484503478811,1.95869216172821,1.91770609318996,1.95970980696981,1.91922370836612,1.94046048686893,1.94104952294412,1.90353205389955,1.92368446093824,1.94320954188127,1.98082218725413,2,1.9249851833037,1.86867572156197,1.79581665489365,1.96296866579413,1.76493195564516,1.84663451642309
"north",2,2,2,1.11338448422847,1.96627647714604,1.96589940323956,1.96589940323956,2,1.96509908311151,1.54628808044957,2,2,2,2,1.96467391304348,1.93255295429208,2,2,2,1.96663932184851,2,2,1.96589940323956,2,2,2,1.96765010351967,2,2,2,2,1.96698872785829,1.96732542819499,1.96826586706647,2,2,2,1.96732542819499,1.1431784107946,2,2,2,1.96765010351967,1.96732542819499,2,2,1.96826586706647,2,1.96467391304348,2,1.18985507246377,1.96911380375386,2,2,2,2,2,1.96911380375386,1.96988224637681,2,2,2,2,2,2,2,2,1.76465498593987,2,2,2,2,2,2,1.97101449275362,2,0,2,1.9712215320911,2,1.96884057971014,2,2,2,2,2,1.97058187324248,2,1.97180861623983,2,2,2,2,2,2,2,2,2,1.91366459627329,2,2,2,2,1.9725202333898,2,2,2,2,2,2,2,2,2,2,2,1.97360248447205,2,1.89324849770237,2,2,2,1.69275362318841,2,2,1.64909420289855,1.30532486565706,2,2,1.34361851332398,2,1.9743961352657,1.97530316474416,1.89855072463768,2,2,2,1.83058955958914,2,1.9754062362758,1.71414292853573,2,2,2,1.9754062362758,1.85696871190573,1.97331212442559,1.9743961352657,2,1.85535117056856,2,1.97710388503227,2,2,1.92973602484472,2,1.97763323062878,1.82155797101449,2,2,1.977377165076,2,2,2,1.97836438923395,1.97826086956522,1.72193903048476,1.53251077164121,2,1.70054972513743,2,2,2,2,1.95819397993311,1.91444277861069,1.9785142393838,2,1.91588519465757,2,2,1.38229056203606,1.979726899556,1.97951922242472,1.97988926884872,1.95984130839608,1.97948314999127,1.39855072463768,1.96002548176461,2,1.86355072463768,1.96054328856514,2,2,1.7717883139878,2,1.96298236423957,1.85153764581124,1.98178977425785,1.9639722392325,1.45262337185837,2,1.96541225185726,1.96491693177801,1.7955526053767,1.9828825744608,1.96575133485889,1.88151909446736,1.91560305765971,1.83554121376812,1.86136102413697
"stop",2,1.96346280447663,1.92774193548387,2,2,1.96426312460468,1.96426312460468,1.96464019851117,2,2,1.96464019851117,1.96500304321363,2,2,2,2,2,2,2,1.96500304321363,2,1.96426312460468,1.96426312460468,2,2,1.96535244922342,1.93202764976959,2,2,1.92329749103943,2,2,1.93137829912023,1.93325917686318,1.96632710809281,2,2,2,2,1.89898132427844,1.96692181519956,1.96720430107527,1.86405529953917,1.89706744868035,1.93000608642727,1.96720430107527,2,2,2,1.90243257535695,1.96720430107527,2,1.96692181519956,1.93548387096774,1.96662958843159,1.96568914956012,2,2,2,2,1.96799795186892,2,2,2,1.87298387096774,2,1.93384363039913,1.90683678382282,1.96720430107527,2,2,1.96894559460761,2,1.93833017077799,2,1.90322580645161,2,0,1.96958525345622,2,1.93440860215054,1.93743890518084,1.93743890518084,1.93789118921521,1.96894559460761,1.96937821411875,1.93789118921521,1.96998207885305,1.97017233760495,1.96894559460761,1.96958525345622,1.87487781036168,2,2,1.96937821411875,1.96998207885305,1.94142614601019,2,1.96958525345622,1.97017233760495,2,1.96916508538899,2,1.94176790950985,1.94274193548387,1.93697270471464,2,2,1.97152528872959,1.97105045492142,1.9436455499417,1.94274193548387,1.97121273989383,1.97167584579072,2,1.88786482334869,1.97182277497085,1.97167584579072,1.94274193548387,1.97224306076519,1.88610115491836,1.97275985663082,2,1.86188357434186,2,1.97263501268576,2,1.97288195675292,2,1.97263501268576,1.97275985663082,2,1.89200561009818,2,1.97288195675292,1.97356168939142,2,1.92130987292278,2,2,1.97356168939142,2,1.94905034669882,1.94753991528185,1.97452517334941,2,1.91827956989247,1.9485111662531,1.97425558312655,1.85012846131887,1.9754676063974,1.92248668963357,2,1.97494239631336,2,2,2,1.87733803198699,1.97605846774194,2,1.92817540322581,1.90540868299782,1.92939068100358,2,1.90649836372137,2,1.95422842197036,1.95404330534688,1.9769744160178,1.95449690237129,1.90585424133811,1.8640101201771,1.90934008011807,1.95492142266336,1.9769744160178,1.93063388224679,1.84134514020662,2,2,1.93343108504399,1.95554681353265,1.97809062092113,2,2,1.95656875112633,1.93354061406918,1.91326164874552,2,1.93630678077683,2,1.95727073129539,1.85119933829611,1.97896900695762,1.97934608086411,1.93827956989247,1.91941961393963,1.87883556254917,1.90076747811488,1.98034984098137,1.96141282155982,1.82829003711105,1.94320954188127,1.86575531077891,1.98132643847985,1.8499703666074,1.79363327674024,1.88862726630563,1.96296866579413,1.83726058467742,1.67622842355986
"hunter",1.89714285714286,2,1.96571428571429,2,1.96648351648352,1.96610644257703,1.96610644257703,1.89945054945055,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.96753246753247,2,1.96571428571429,2,2,2,2,2,2,2,2,2,2,2,1.96785714285714,2,2,1.90714285714286,2,2,2,2,1.96904761904762,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.94157782515991,2,2,2,2,1.96984126984127,1.94201680672269,2,2,1.9712215320911,1.96958525345622,0,2,2,1.97056277056277,2,1.94157782515991,2,2,1.97078891257996,2,0.09706457925636,2,2,2,1.74980694980695,2,1.9712215320911,1.9718253968254,2,2,2,2,2,1.82605042016807,2,2,2,2,2,2,2,2,2,2,1.97305605786618,1.94703832752613,2,2,2,2,2,2,2,2,2,2,2,2,1.94761904761905,1.97472527472527,2,2,1.92380952380952,2,2,2,2,2,1.97600554785021,2,2,2,2,2,1.97636849132176,2,1.88184245660881,1.97351916376307,2,2,2,2,1.97731092436975,2,2,2,2,2,1.88950892857143,2,2,1.55168408826945,2,2,1.97830687830688,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.655573905862923,2,2,2,2,2,2,1.03061224489796,1.88428571428571,2,1.98058608058608,2,2,1.98126984126984,1.08491107286288,1.74308943089431,2,1.05623742454728,1.98254972875226,2,1.65826330532213,1.89599303135889,0.872373682297346,1.98308961379828,1.88157894736842,1.8160931525895,1.94998295260825,1.90256696428571,1.75684333897643
"institut",1.89588235294118,2,1.93058823529412,2,2,2,2,2,2,2,2,2,2,1.86274509803922,1.92892156862745,2,2,1.93355119825708,1.96642619311876,2,1.96606334841629,2,2,2,2,1.86710239651416,2,1.92710997442455,1.96711229946524,2,2,1.96677559912854,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.96890067502411,2,1.96890067502411,2,2,2,1.93422459893048,2,2,1.96966911764706,2,1.96942110177404,2,1.2156862745098,2,2,2,2,2,2,1.96890067502411,1.90972850678733,1.97036874451273,2,1.97058823529412,1.97080136402387,2,2,2,2,0,1.93725490196078,2,2,2,2,1.94160272804774,2,1.94281045751634,2,1.91110623353819,1.94201680672269,2,2,1.96890067502411,2,1.91421568627451,1.97213622291022,1.97120961060481,2,2,2,2,2,2,2,1.96990950226244,1.70073529411765,1.41176470588235,1.97294843863471,2,1.97324592487597,1.91838235294118,2,1.94619799139168,2,2,2,2,2,2,2,1.97418300653595,2,2,2,1.94811632518176,2,1.76874595992243,2,1.97405816259088,1.9483660130719,2,2,1.97519310754605,2,1.97498483929654,2,2,2,2,2,1.97567873303167,2,1.92557932263815,2,2,2,1.97567873303167,2,2,1.42226890756303,1.78026841804683,2,2,2,1.97742010189903,2,2,1.75229779411765,2,2,1.97777532065458,1.9557734204793,1.78151260504202,1.97804774083546,2,2,2,2,2,2,1.95751633986928,1.68137254901961,1.91553544494721,2,2,2,2,2,2,2,2,1.77236703064459,2,2,1.97927002126152,2,1.91919844861021,2,2,1.98005851555282,1.88099547511312,2,1.98076923076923,2,2,2,1.8894598731686,1.79950289975145,1.96425912137007,1.92937706055874,1.94747899159664,1.87571736011478,2,1.68805002315887,2,1.96572205524546,1.8290748280219,1.88338694852941,1.6407984342324
"scienc",2,1.96292517006803,2,2,2,1.92745098039216,1.92745098039216,2,2,2,1.92820512820513,2,1.92745098039216,1.78235294117647,2,1.96410256410256,1.89117647058824,2,1.96446540880503,1.96446540880503,2,2,2,2,2,2,1.96547619047619,1.88478260869565,1.96515151515152,1.88333333333333,2,2,1.89545454545455,1.93218390804598,2,1.96446540880503,1.96481481481481,2,1.96609195402299,1.96578947368421,1.8319209039548,2,2,2,1.96446540880503,2,1.96609195402299,1.96693989071038,2,2,2,2,2,1.96720430107527,1.96609195402299,2,1.96770833333333,2,2,1.93440860215054,1.96746031746032,1.93095238095238,1.96666666666667,2,1.96770833333333,2,1.96638418079096,2,1.96666666666667,1.96693989071038,1.96794871794872,1.93681592039801,2,1.96862745098039,1.96884057971014,1.96720430107527,1.96884057971014,1.93440860215054,2,1.93725490196078,0,2,1.96818181818182,1.93681592039801,2,1.96884057971014,1.968407960199,2,2,2,2,1.87272727272727,2,2,1.96884057971014,2,1.94035087719298,1.93849765258216,2,2,2,1.93725490196078,1.93926940639269,1.88138528138528,1.97083333333333,2,1.94166666666667,2,2,1.97051282051282,1.97128514056225,1.94166666666667,1.94135021097046,1.97113821138211,1.91296296296296,1.91428571428571,1.97128514056225,1.94227642276423,1.97083333333333,2,1.85493827160494,2,2,1.97183908045977,2,2,2,1.88937728937729,1.97258064516129,1.94419475655431,1.97222222222222,1.97312925170068,1.91739130434783,1.97323232323232,1.97234432234432,1.94604810996564,2,1.97323232323232,1.94646464646465,2,2,1.9474358974359,1.92196261682243,1.86616161616162,2,1.97113821138211,1.91666666666667,1.86858974358974,2,2,1.9749299719888,2,2,1.84642857142857,2,2,2,1.92478991596639,1.97552083333333,2,2,1.97581453634085,1.97592592592593,2,1.92826086956522,2,1.92972972972973,1.97648401826484,2,2,1.9037037037037,1.95359477124183,1.93039215686275,1.97692307692308,2,1.97634032634033,1.88398692810458,1.97679738562092,2,1.93181818181818,1.93170731707317,2,2,2,1.95549348230912,2,1.93333333333333,1.97783882783883,2,1.97833333333333,1.97809773123909,1.91282051282051,1.8921568627451,2,1.93666666666667,1.95863453815261,1.89634146341463,1.89807930607187,1.93943661971831,1.94050632911392,1.96076696165192,1.88319327731092,1.82256097560976,2,1.84566929133858,1.82631578947368,1.92360097323601,1.98094669848846,1.92552083333333,1.78906107566089
"son",2,2,1.96484848484848,2,2,2,1.96524064171123,2,1.96444032158318,2,1.96561771561772,2,2,1.96524064171123,2,2,2,2,1.93196112064037,2,1.93123543123543,2,2,1.89572192513369,2,1.96632996632997,2,2,2,2,1.96484848484848,2,2,1.87042842215256,2,1.93196112064037,2,1.86666666666667,1.93521421107628,2,2,2,1.96699134199134,1.96666666666667,1.96598056032018,1.96818181818182,1.80564263322884,2,2,1.93691008445107,2,2,2,1.96871945259042,2,1.96666666666667,2,1.93691008445107,2,1.96871945259042,2,2,1.96818181818182,2,1.93844696969697,2,1.93579866461222,1.96992311171416,1.74545454545455,2,2,2,1.96897546897547,1.97014260249554,1.9703557312253,2,2,1.93743890518084,1.97056277056277,2,2,0,2,1.93984622342831,1.87969244685663,2,1.96992311171416,2,1.9711498547115,2,1.97056277056277,2,2,1.93691008445107,1.94071146245059,2,1.97169059011164,1.97076397780623,1.97056277056277,2,1.96922348484848,2,1.942299709423,1.97186147186147,1.94469696969697,1.96946386946387,2,1.97014260249554,2,2,2,1.94469696969697,1.94438051400077,1.94530672579453,2,2,2,1.97265336289727,1.94469696969697,2,1.97250280583614,1.97373737373737,1.89288231148696,2,2,1.97361252979231,2,1.94771894771895,1.94819159335288,1.89445011916922,1.97373737373737,1.97464440321583,1.97397891963109,1.97474747474747,1.92157842157842,2,1.95027949396881,1.97474747474747,2,2,1.97453920649797,2,1.92650807136788,1.97474747474747,1.97550269045596,2,1.94747474747475,1.9752331002331,1.9504662004662,2,2,1.97513974698441,2,2,2,1.88487234550227,1.97703598484848,1.90578049401579,1.90814393939394,2,1.88517992424242,1.95465937571201,1.95488215488215,1.93311688311688,1.91040843214756,2,1.97809172809173,1.97799916977999,2,1.93467790487658,1.72929292929293,1.9349376114082,1.9349376114082,1.95687645687646,1.97795193312435,1.93356643356643,1.89156268568033,2,2,1.89393939393939,2,1.97906813802768,1.97886046089639,1.95846101464079,1.97926189266971,1.91529755385177,2,1.95870795870796,1.89873222016079,1.97984848484848,1.97961288275424,1.8986013986014,1.95989304812834,1.98032359797066,1.84323232323232,1.98083242059146,1.96156688839616,1.94339303818858,1.94398207426376,1.96336785577292,1.92759452936444,1.98204736440031,1.79979674796748,1.92921582234559,1.78668575518969,1.94665071770335,1.80656934306569,1.96492370000723,1.94868607954545,1.98393690782023
"adult",1.96484848484848,1.96444032158318,2,2,2,2,1.93048128342246,2,2,1.92888064316636,2,2,1.86096256684492,1.93048128342246,2,1.96561771561772,2,2,2,1.93196112064037,2,1.96524064171123,2,2,2,1.93265993265993,2,2,1.7,2,2,1.83164983164983,1.96666666666667,2,2,1.93196112064037,2,1.96666666666667,2,1.93460925039872,1.96789933230611,2,2,2,2,1.93636363636364,2,2,2,2,2,1.96845504222553,1.90369799691834,2,2,2,1.75378787878788,1.96845504222553,1.96922348484848,1.96871945259042,2,2,2,1.96818181818182,2,1.96946386946387,1.93579866461222,2,2,1.96845504222553,1.93892773892774,1.93984622342831,1.96897546897547,1.76114081996435,1.94071146245059,1.93743890518084,2,1.93743890518084,2,2,1.96818181818182,2,0,1.96992311171416,2,1.9703557312253,2,2,2,1.93984622342831,1.94112554112554,1.96969696969697,2,2,1.9703557312253,1.9709595959596,1.94338118022329,1.91229193341869,1.97056277056277,2,2,2,1.9711498547115,2,1.94469696969697,1.96946386946387,1.83409090909091,2,2,1.94405594405594,2,2,1.94438051400077,1.97265336289727,2,1.94588744588745,1.9456005841548,1.94530672579453,1.97234848484848,1.91966173361522,1.89001122334456,1.97373737373737,1.91966173361522,1.92006269592476,1.83409090909091,2,2,2,2,1.97361252979231,2,1.94928880643166,1.94795783926219,2,2,1.97453920649797,1.95027949396881,1.94949494949495,1.94949494949495,1.81347962382445,2,2,1.97550269045596,1.94949494949495,1.97550269045596,1.9179600886918,1.97373737373737,1.9256993006993,1.9752331002331,1.8799946366318,2,1.97513974698441,2,2,1.95356793743891,1.97697446910045,2,1.97644512350395,1.97703598484848,2,1.95407196969697,1.977329687856,1.86464646464646,1.95541125541126,1.41765480895916,1.80156739811912,1.95618345618346,2,1.86771159874608,1.93467790487658,1.90976430976431,1.97831253713607,1.9349376114082,1.97843822843823,2,1.97785547785548,1.9349376114082,1.9349376114082,2,1.97878787878788,1.95750184774575,1.97906813802768,2,2,1.97926189266971,1.87294633077766,1.95858585858586,1.95870795870796,2,1.95969696969697,1.97961288275424,1.95944055944056,1.91978609625668,1.84258878376525,1.9020202020202,1.94249726177437,1.76940133037694,1.90565506364763,1.94398207426376,1.89010356731876,1.90949316170555,1.92818945760122,1.92719881744272,1.9646079111728,1.82223812932474,1.83995215311005,1.85932315859323,1.96492370000723,1.89737215909091,1.85543217038203
