"","text","positive","negative","assigned"
"169"," Crowder made a gimmick for years out of debating unprepared/inexperienced college kids, but freaks out when confronted by a mature adult who knows their shit on a subject.  His gimmick is entirely fantasy - unfortunately, fantasy like vaccine misinformation gets people hurt.",0.260969976905312,0.739030023094688,"Negative"
"170","DECATUR, Ill. (WAND) - COVID-19 vaccine clinics have been announced by Richland Community College for later in the summer of 2021. ",0,1,"Negative"
"171","If i wasnt allowed into college without an MMR vaccine, they can be fired for not getting a covid vaccine ",0,1,"Negative"
"172","#CancelExamsSaveLives being the top trend shows how much incompetent our youth has become towards studies &amp; a better future. They can go to restaurants to eat but have fear of COVID when it comes to School &amp; College. GET A VACCINE SHOT &amp; GO GIVE EXAMS. Be an Asset not a liability",0.573770491803279,0.426229508196721,"Positive"
"173","When you talk about the lotto for college students you might want to remind your viewers that the WHO does not recommend the vaccine for anyone under the age of 18! It is NOT recommended for children! ",0.234042553191489,0.765957446808511,"Negative"
"174","Baby brother starts college this august and they sent email yesterday saying all students must have vaccine they are following the precedent they Ivy leagues have set .. my mom is fully pissed and has already gone full legalese on several phone calls with his college and",0,1,"Negative"
"175","Have vaccine skeptics never applied to summer camp or college? Serious question.",0,1,"Negative"
"176","Just embarrassing how unwilling young people have been to step to the plate. Now presumably, college vaccine mandates will help. ",0.508771929824561,0.491228070175439,"Positive"
"177"," Link is not working.  Can you repost? Also, I was curious about your reaction to this op Ed in the WSJ that strongly argues against the ethics of the college vaccine mandate. ",0.62962962962963,0.37037037037037,"Positive"
"178","  And Im sure her kids are vaccinated for all of those. College students are also required to get the meningitis vaccine. I guess Megyn is going to home school her kids all the way thru college.",1,0,"Positive"
"179","Northwestern University student appears to have died from heart inflammation linked to COVID vaccine | The College Fix ",0,1,"Negative"
"180"," proud to cosponsor this event on COVID-19 in Kenya and ending vaccine apartheid with Ohio State University College of Social Work, the Arnhold Institute for Global Health, the Elmhurst Global Health Institute, Nepal Rising. Join us! ",1,0,"Positive"
"181","19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna Vaccine ",0,1,"Negative"
"182"," There have been numerous reports that the vaccine affects womens menstrual cycles - a very strange side effect by any standard. Female college students should fight for the option to not take the vaccine.",0,1,"Negative"
"183"," Good. College students shouldnt be forced to get the vaccine. The vaccine carries risks, especially for young women and their reproductive health. ",0.720588235294118,0.279411764705882,"Positive"
"184","#Modi cannot answer basic questions: where and when were you born? Until what level have you studied, in which school or college? Are you married? What assets do you own? Where were you in your early 20s? And we expect him to be truthful about vaccine/economic data? More fool us.",0.639240506329114,0.360759493670886,"Positive"
"185","I would like to thank my sponsors Saint John Fisher College and King Cuomo for this opportunity. Beyond blessed to be forced into taking the vaccine. ",0.796116504854369,0.203883495145631,"Positive"
"186"," my daughter just informed she cannot return to her college or play soccer which she receives a scholarship for unless she receives the vaccine. She has recovered from it and does not want it! How can this happen?",0.6875,0.3125,"Positive"
"187","#LutherCollege is a proud participant in the COVID-19 College Vaccine Challenge and weve reached a 71% summer vaccination rate, moving us to Alert Level 0: Blue (Normal)! Its a great day in the valley  ",1,0,"Positive"
"188","    not yall calling me a sheep when yall idolize a failed impeached president who wears diaperswhile yall only passed high school, I stay being in the top of my class and apart of several college honor societies Research vaccine data before crying vaCcINes aRe bAD.",0.334586466165413,0.665413533834586,"Negative"
"189","Luther College Joins COVID-19 College Vaccine Challenge |Securities ",1,0,"Positive"
"190"," Another reason I hear a lot on college pages I am on is that some students have already had Covid so they dont believe they should have to get a vaccine. Any good sources to point them to as to why it would benefit them?",1,0,"Positive"
"191","Why do dems not want voter ID? So they can cheat! You need ID to get the vaccine, board a plane, buy liquor, drive a car, get a loan, get a passport, get married, go to college, go to the Dr, check into a hotel, rent a car, buy your edibles, etc ",0,1,"Negative"
"192","The latest updates on the college #COVID19 vaccine mandates: Indiana lawsuit, Illinois signing on. See the complete list at ",0,1,"Negative"
"193","Truly asking for a friend, what recourse does one have if employer is mandating employees get vaccinated? Friend is early 20s healthy, recent college grad starting in field of study. Only opts are quit or get vaccine!?! Is this really where we are?  ",1,0,"Positive"
"194","So if College students dont take the vaccine they will owe 1,500 per semester! Everybody bout to drop out cause wtf you mean",0,1,"Negative"
"195","Every college in America should be requiring the Covid vaccine, just like they do MMR, menB and MenACWY, TDap, VAR, HepA, HepB, etc",1,0,"Positive"
"196","Not sure what vaccines you need? Attending college next semester? Check with your health care provider today and make sure you are protected against these vaccine-preventable diseases! ",0.820987654320988,0.179012345679012,"Positive"
"197","To create a safe learning environment, the college encourages everyone who can to get a #COVID-19 #vaccine. 2 new FREE follow-up vaccination clinics have been scheduled. Intended for  second doses, but first doses are welcome as well. Details here: ",1,0,"Positive"
"198"," According to an Imperial College London poll re: vaccine attitudes, 27.7% of Americans are unvaccinated and unwilling to get vaccinated.Only Australia (29.8%) and France (29.6%) had more refusals.This number is more or less unchanged from where it was in February (32%).",1,0,"Positive"
"199"," When will TVET college lecturers get the vaccine, surely they should be included with the teachers!!  ",1,0,"Positive"
"200","  You are ill informed about how Fed spending works.  No ones Fed tax dollars paid for the free vaccine. And not ones Fed tax dollars pay for ANY Fed spending - period!  Again, no one should HAVE to go onto debt to attend college.  This is a SYSTEM FAIL - not a personal fail.",0.281645569620253,0.718354430379747,"Negative"
"201"," I think vaccine is for 50 and up! Nobody in elementary school, HS OR COLLEGE -unless compromised immune system-should get it!! Immune system of young can handle this virus!!!",1,0,"Positive"
"202","If you live in San Juan County, dont miss out on the vaccine clinics happening this week!  is putting on two clinics:  TODAY from 4-6pm in McGee Park THURSDAY at 11am-1pm in San Juan College Health and Human Performance Center",1,0,"Positive"
"203"," Well you dont have to go to this college or any other school that requires the Covid 19 vaccine. You can just stay home and stay stupid af.",0.382352941176471,0.617647058823529,"Negative"
