"","access","mening","pandem","york","inelig","lot","nthe","program","summer","winner","countri","execut","healthi","research","semest","tomorrow","big","charg","decis","point","provid","sport","counti","famili","return","encourag","medicin","white","exam","monei","resid","coach","feel","governor","proof","footbal","posit","protocol","rate","understand","ducei","job","site","choic","wait","daughter","disast","draw","experiment","run","visit","walk","danger","drive","vax","american","call","tuition","immun","opinion","slot","certif","your","doctor","incent","parent","elig","friend","hous","join","safe","case","includ","learn","life","north","stop","hunter","institut","scienc","son","adult","govern","inform","read","approv","depart","hill","challeng","plan","polit","apologis","sir","talk","deenanath","have","navail","nslot","shivajinagar","high","pvt","studi","enter","arizona","book","care","dr","good","wear","myocard","fulli","india","passport","nage","show","gov","mandatori","person","live","take","thing","ban","basebal","protect","group","viru","announc","week","juli","cash","end","mistak","class","due","issu","staff","chanc","team","full","im","put","appoint","give","nc","prize","start","happen","back","educ","new","plai","effect","children","open","order","freshman","player","june","offer","sydnei","forc","attend","nsw","dai","public","work","fall","young","lotteri","time","problem","million","bmcc","hospit","di","risk","mask","campu","win","test","dont","clinic","error","heart","seri","joseph","moderna","month","todai","shot","world","center","commun","jab","privat","free","make","athlet","scholarship","kid","st","univers","receiv","state","mandat","health","amp","pfizer","requir","peopl","year","dose","school","pm","nmin","nnaval","vaccinepun","code","pin","cowin","ndate","limit","covishield","nvaccin","student","medic","pune","ag","ndose","capac"
"india",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,25,0,4,0,0,0,0,1,0,1,0,1,7,0,0,0,0,20,0,1,0,4,0,0,1,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0,3,82,1,0,0,1,1,0,2,1,0,1,0,0,2,0,0,0,2,0,0,1,6,2,0,2,0,1,0,0,1,0,0,0,0,2,1,2,3,0,0,1,0,24,1,0,0,3,1,0,0,0,0,2,1,2,2,0,0,1,1,0,0,2,1,0,13,1,0,0,1,0,2,0,0,0,1,1,2,0,0,1,0,1,0,5,1,0,0,0,2,8,3,1,0,1,12,0,0,3,8,15,7,1,0,0,0,0,0,4,0,0,8,0,16,9,0,6,0,0
"passport",0,2,1,0,0,1,0,0,0,0,2,5,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,12,2,1,1,0,1,1,5,2,0,0,0,0,1,0,0,0,0,0,0,2,2,1,10,0,0,0,0,2,1,0,1,0,0,0,0,0,0,7,1,0,0,0,1,0,1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,4,0,1,1,1,5,0,0,1,82,0,6,16,2,1,2,1,2,43,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,1,1,0,1,0,1,0,0,1,0,0,2,3,0,0,1,0,7,0,0,1,2,0,3,7,0,2,7,3,1,0,0,3,2,0,0,0,0,0,5,1,1,5,0,0,0,0,0,0,0,1,0,1,0,0,1,5,1,0,2,0,0,1,2,6,1,5,9,9,7,0,8,5,2,0,5,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,0,0
"nage",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,77,77,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,77,0,0,0,0,0,5,82,77,79,78,0,3,77,0,0,77
"show",2,0,2,0,0,0,2,0,0,0,1,4,2,1,1,0,1,0,1,0,0,0,2,1,1,1,0,0,2,1,0,2,2,4,9,0,2,0,2,1,4,1,0,1,0,1,2,0,0,7,1,0,0,3,0,0,1,0,2,0,1,1,0,1,1,1,0,1,2,1,0,1,0,0,2,0,1,0,0,1,0,2,1,2,2,1,2,0,0,0,4,0,5,5,0,0,0,0,0,1,0,8,0,4,2,2,8,1,5,3,0,0,6,0,83,1,0,0,2,1,5,1,9,7,1,5,0,1,1,0,7,1,7,1,5,0,0,1,1,2,0,1,2,3,0,0,4,3,2,1,1,6,2,0,6,0,5,3,2,1,4,8,1,4,7,2,2,4,1,2,1,0,0,1,0,3,4,2,0,9,1,0,1,0,11,3,1,1,4,2,12,2,3,7,2,5,4,7,1,7,6,7,3,12,9,11,4,4,3,12,4,1,11,0,0,0,0,0,0,6,0,0,0,0,16,4,3,4,0,0
"gov",0,0,1,0,0,0,0,3,0,1,0,8,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,1,2,0,0,0,0,0,37,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,0,1,0,3,2,0,1,0,2,0,1,1,0,0,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,1,26,0,0,1,16,0,1,84,1,2,0,0,0,18,0,1,0,0,15,0,0,13,0,0,1,0,1,6,9,0,2,0,0,0,10,0,8,1,0,0,1,4,0,0,0,0,9,0,0,0,1,0,2,1,0,1,12,1,1,0,8,2,0,7,0,0,0,0,32,0,16,5,0,0,0,0,0,0,1,2,2,11,0,0,5,0,1,0,2,0,19,1,0,13,2,4,33,4,3,0,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
"mandatori",0,3,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,2,0,1,2,0,3,3,0,0,0,2,1,1,1,2,0,1,2,1,1,3,1,1,2,0,2,2,3,0,0,5,0,0,0,2,0,4,0,0,0,0,0,0,1,2,0,1,1,0,0,1,1,0,0,4,0,2,0,2,0,3,2,2,0,2,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1,1,0,0,1,2,0,0,1,84,3,2,3,2,0,1,1,2,4,1,1,0,0,1,0,2,2,0,1,0,1,0,0,0,0,0,1,0,1,0,3,4,0,4,2,0,0,2,0,2,0,0,0,3,9,0,1,2,1,4,3,1,3,3,1,0,6,0,1,2,5,0,7,3,0,0,1,1,0,0,3,0,5,1,0,1,0,1,2,21,3,2,3,0,8,0,6,0,0,6,0,9,7,2,0,8,0,0,0,0,0,0,0,0,1,0,1,35,2,0,2,0,0
"person",1,1,2,0,1,0,1,0,0,0,2,3,1,0,1,0,0,1,4,2,2,1,0,1,0,0,1,1,0,0,2,1,3,1,3,2,0,1,0,3,3,1,0,6,0,0,0,0,0,1,0,0,1,1,1,0,1,2,1,3,2,1,2,0,1,2,1,2,1,1,4,3,2,3,0,0,1,1,0,2,2,2,0,2,1,0,0,1,0,4,1,0,3,3,0,0,0,0,0,3,0,4,0,3,2,0,1,2,1,2,5,0,1,0,0,2,3,84,3,2,5,0,3,2,1,1,1,0,1,0,2,0,12,1,2,2,1,2,2,1,2,1,4,1,0,4,2,2,3,0,3,3,2,5,5,0,6,0,4,0,3,14,0,0,4,3,5,8,1,3,2,2,0,1,1,4,5,2,1,2,4,0,0,2,4,1,0,1,1,5,5,1,2,1,0,4,9,5,3,5,0,6,4,4,8,1,9,1,8,12,4,1,6,1,0,0,0,0,0,0,0,2,0,2,10,2,0,5,0,0
"live",0,2,4,0,0,0,0,0,1,1,5,1,1,0,2,1,1,0,0,1,0,2,5,0,1,3,0,0,1,0,8,3,0,0,3,0,0,0,1,5,0,2,2,2,5,2,0,0,0,1,1,1,1,0,3,2,3,0,2,0,0,1,1,0,0,3,2,0,1,1,0,1,3,2,2,0,1,2,2,1,2,1,2,1,1,1,1,2,0,0,2,0,1,1,0,0,0,0,0,4,0,1,1,0,2,3,0,1,0,1,2,2,2,0,2,0,2,3,85,2,5,1,1,1,1,2,3,2,3,0,1,0,4,4,2,2,4,2,1,3,3,1,0,1,4,4,1,2,2,0,1,4,1,1,1,0,3,6,0,0,1,3,0,1,2,4,3,5,4,2,1,5,0,0,0,2,1,8,4,0,3,7,0,0,1,1,0,0,2,5,1,1,9,1,0,5,10,3,6,2,0,6,3,6,2,5,7,2,14,8,5,10,14,3,0,0,0,0,0,0,0,0,0,1,23,3,0,1,0,0
"take",0,0,0,0,0,1,0,1,1,0,2,0,2,1,1,0,3,0,1,1,1,0,0,1,0,0,0,3,5,1,0,1,1,1,0,0,1,1,1,2,0,1,0,2,0,1,0,1,3,0,1,2,0,0,1,0,1,0,0,0,1,1,2,4,0,1,1,0,1,4,4,2,0,3,2,0,0,0,0,3,0,0,5,2,0,3,1,0,6,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,1,1,1,0,1,0,3,2,2,85,2,0,5,5,1,4,0,0,1,0,1,1,5,0,1,7,2,3,2,0,1,0,0,2,0,1,1,5,7,1,2,4,2,1,0,1,3,0,2,0,6,3,1,2,2,2,2,0,1,2,3,1,0,0,1,2,1,3,1,2,3,0,0,2,3,0,0,1,0,2,3,0,7,3,2,4,5,2,0,2,2,6,0,4,4,2,7,0,4,14,13,0,8,0,0,0,0,1,0,0,0,0,0,0,21,3,0,1,0,0
"thing",0,5,4,0,0,6,1,0,0,0,4,0,0,4,1,0,2,0,3,2,1,4,0,2,1,2,2,1,0,1,0,1,6,1,2,1,1,1,0,7,0,2,1,1,0,3,4,0,0,0,1,0,0,1,1,0,3,2,1,1,0,1,5,1,1,2,1,0,0,1,1,1,1,1,6,1,4,0,0,3,0,2,1,2,5,0,0,0,2,0,3,0,0,1,0,0,0,0,0,4,0,1,0,0,0,3,0,6,0,1,1,0,2,0,5,0,2,5,5,2,86,0,3,2,0,1,0,0,0,1,0,0,4,1,2,0,3,2,0,3,3,0,3,1,0,3,5,4,3,0,4,2,0,3,0,1,4,1,2,0,3,4,0,1,4,5,2,3,2,3,1,1,0,1,0,2,0,2,0,2,8,0,0,1,5,0,0,0,1,4,5,0,1,4,1,4,6,5,0,6,1,4,1,5,5,3,5,0,6,14,4,2,11,0,0,0,0,0,0,0,0,1,0,0,11,2,0,2,0,0
"ban",0,0,1,0,0,0,0,0,0,0,2,19,0,1,0,0,0,1,1,0,1,2,0,0,1,0,2,0,0,1,0,0,0,10,4,0,0,0,1,2,6,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,1,2,1,0,1,0,0,1,0,2,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1,43,0,1,18,0,0,1,0,0,87,0,1,1,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,0,0,2,0,0,2,8,0,1,2,0,3,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,3,3,1,0,2,0,21,12,8,13,11,4,0,24,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0
"basebal",0,0,2,0,1,0,0,1,0,0,1,0,4,1,0,0,3,0,2,1,0,4,4,1,0,4,1,0,0,0,0,18,4,0,1,3,7,8,0,1,0,1,2,3,0,0,3,2,1,7,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,4,3,1,2,4,1,0,0,2,1,2,1,1,4,1,2,0,0,1,8,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,7,2,0,2,0,0,0,0,9,0,1,3,1,5,3,0,87,3,0,3,0,0,0,0,9,0,0,2,2,0,5,17,2,4,1,0,0,24,0,0,5,0,0,2,12,3,0,2,0,0,35,2,1,0,4,0,0,1,0,3,0,4,0,1,1,2,0,0,3,2,0,0,5,7,7,2,0,0,26,0,0,2,2,2,25,0,0,0,0,0,7,9,1,7,0,1,0,36,1,9,2,0,2,13,5,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"protect",0,2,1,0,0,2,2,1,0,0,1,4,1,2,1,0,2,0,0,1,1,2,0,4,3,2,0,1,0,0,0,1,3,5,1,0,1,0,0,0,4,1,1,2,3,1,0,0,0,0,4,0,1,4,1,1,2,1,4,0,0,0,0,2,1,2,0,5,2,1,2,0,1,0,1,0,2,0,0,1,2,1,0,0,1,3,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,4,1,4,0,3,0,0,7,1,2,0,4,0,7,1,1,2,1,5,2,1,3,87,2,8,0,0,0,1,2,0,5,1,4,2,4,2,1,3,0,1,1,1,1,0,1,1,1,0,2,7,6,0,8,0,4,1,2,1,2,9,0,3,4,3,2,5,0,3,2,1,0,1,0,8,8,2,1,11,2,2,1,3,1,2,0,2,2,4,2,1,11,5,1,4,11,2,2,4,3,6,3,2,10,6,9,2,4,8,5,3,7,1,0,0,0,0,0,0,0,0,0,2,22,4,2,2,0,0
"group",1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,2,2,1,0,1,0,0,2,0,0,1,0,0,0,2,0,0,1,0,2,0,2,1,0,3,0,23,0,0,1,0,0,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,3,1,0,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,5,0,2,0,0,1,0,1,2,0,1,2,2,0,0,1,0,2,1,1,1,0,1,0,2,88,3,0,1,0,0,1,1,0,1,0,2,1,2,2,3,0,0,1,0,0,4,0,2,0,0,1,3,1,0,0,0,0,1,1,1,1,3,2,1,2,2,2,4,0,4,0,0,0,3,1,6,0,5,0,2,1,2,3,1,0,1,2,4,2,0,0,24,2,2,0,22,1,3,0,3,3,5,6,5,4,11,7,4,7,14,10,29,7,1,0,0,0,0,23,0,0,1,18,23,18,4,0,49,0,0
"viru",1,0,2,0,0,0,2,0,0,0,1,0,4,1,0,0,1,0,1,1,0,2,0,0,1,0,0,3,2,4,0,1,2,0,1,1,2,0,7,2,0,0,0,1,1,1,0,0,4,1,0,0,1,1,0,2,1,0,4,0,0,0,2,4,0,1,0,2,1,1,3,2,1,2,4,0,4,0,0,5,1,4,1,1,2,3,0,0,1,0,3,0,0,1,0,0,0,0,0,3,0,4,0,0,0,2,2,3,2,4,1,0,0,0,5,0,4,1,2,4,1,0,3,8,3,89,0,3,3,0,1,0,2,0,3,3,2,4,2,4,2,0,4,4,0,0,1,1,2,3,3,9,4,1,1,0,6,2,0,1,5,3,1,1,0,2,2,4,1,5,1,1,0,1,0,11,2,1,1,8,2,0,0,3,5,0,2,0,1,1,7,0,3,0,1,0,9,9,1,13,0,2,1,1,0,3,4,0,5,17,4,1,9,0,0,0,0,1,0,0,0,1,0,0,11,6,3,11,0,0
"announc",0,0,0,0,0,0,1,5,6,23,0,2,0,2,3,1,1,1,2,1,1,0,2,0,1,4,0,4,0,0,6,0,1,4,2,0,0,0,3,0,2,2,1,1,0,1,0,6,0,0,2,0,1,0,1,0,0,0,1,0,0,0,3,0,10,1,5,0,4,2,1,1,4,1,1,12,1,0,1,0,1,1,0,1,1,0,3,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0,7,1,2,0,1,1,0,0,2,0,0,0,0,15,1,1,3,0,0,0,0,0,0,0,90,2,3,30,0,0,1,0,1,0,13,0,4,0,1,3,9,4,20,3,0,0,1,2,3,0,0,1,2,0,0,2,3,0,0,1,0,6,2,0,6,0,28,0,0,29,0,0,0,0,1,6,25,2,0,3,0,0,0,0,0,1,9,16,0,2,7,0,0,3,4,0,42,1,0,9,3,6,4,2,4,2,10,5,5,3,3,0,0,0,0,0,0,0,0,1,0,1,15,1,0,2,0,0
"week",0,1,2,0,0,0,2,0,4,2,0,0,1,1,0,4,0,1,0,4,1,0,5,4,1,1,0,0,2,0,0,1,1,0,1,0,1,1,2,0,0,1,1,0,1,3,0,3,1,2,7,6,1,0,1,2,1,0,1,0,0,0,1,0,0,1,2,2,1,3,2,0,0,2,0,0,0,0,0,0,4,3,1,2,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,2,0,2,1,0,3,1,1,3,1,1,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,3,2,91,3,2,1,0,4,2,3,1,2,0,4,1,2,10,0,2,1,4,3,9,3,4,2,1,0,7,0,0,1,0,2,0,2,0,1,4,2,8,4,1,2,3,0,3,0,3,3,2,2,5,2,2,4,9,0,0,0,0,6,3,9,6,0,4,3,5,1,3,4,2,4,2,4,3,4,2,3,7,9,3,5,7,7,16,8,10,0,0,0,0,0,0,0,0,0,0,20,1,0,4,0,0
"juli",1,0,1,0,0,0,2,2,2,1,0,0,0,0,1,1,0,1,0,0,1,0,3,0,1,1,0,6,8,2,6,0,1,0,0,0,0,0,2,0,0,0,5,0,2,0,0,4,0,1,4,8,0,0,1,1,1,0,2,0,3,0,0,0,4,1,15,0,6,5,1,1,1,2,0,0,5,0,0,1,0,3,2,3,1,1,1,0,4,5,2,0,2,0,0,0,0,0,0,1,0,0,6,0,4,0,0,0,3,0,8,2,0,0,1,0,0,1,3,1,0,0,0,0,0,3,3,3,92,1,2,0,0,4,0,4,1,0,1,0,0,9,3,0,3,5,1,1,2,2,0,3,0,6,0,0,0,3,3,0,3,0,0,12,7,0,6,1,3,2,0,6,0,1,1,0,3,4,8,0,1,14,0,0,0,0,4,2,7,4,1,1,7,7,0,12,2,1,8,0,14,5,8,2,1,7,7,6,3,7,5,15,4,11,0,0,0,2,0,0,0,1,2,0,32,4,0,2,0,0
"cash",0,0,0,0,0,0,0,12,15,20,0,0,0,1,0,1,5,0,0,0,0,0,1,2,0,11,0,0,0,4,14,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,22,0,3,0,0,0,0,0,2,7,0,13,0,0,0,0,0,6,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,6,0,0,0,0,13,0,0,0,0,1,0,0,1,0,0,30,2,1,94,0,0,0,0,0,0,21,0,1,0,0,1,10,4,43,2,0,0,7,8,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,1,1,1,43,0,0,48,0,0,0,0,0,0,32,0,1,1,0,0,0,0,0,9,4,17,0,0,0,8,0,1,0,1,49,0,0,1,4,1,0,2,10,0,0,5,8,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"end",0,0,6,22,0,0,1,1,0,0,3,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,3,0,0,1,2,1,2,0,0,2,26,2,1,0,3,2,1,2,2,0,1,0,35,6,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,3,6,0,0,0,0,1,27,1,0,2,0,1,0,1,6,2,2,2,0,3,2,2,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,7,1,2,0,3,0,0,1,7,0,1,2,1,1,0,1,9,2,1,1,0,1,2,0,94,0,3,29,0,0,1,4,0,2,0,2,1,2,0,3,2,0,1,1,2,0,0,2,0,1,4,10,0,0,0,2,1,4,0,2,0,1,0,26,0,0,0,2,0,0,3,1,0,8,0,9,1,1,34,0,0,2,3,2,34,3,3,1,1,1,4,2,0,7,2,5,1,40,4,10,7,3,1,8,3,6,3,4,0,0,0,0,0,0,2,0,0,2,4,0,0,6,0,0
"mistak",1,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,49,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,94,2,0,0,1,0,0,0,1,1,2,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,55,0,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,11,0,0,1,0,0,0,0,5,58,0,1,0,0,2,11,1,6,0,0,55,3,63,0,2,15,1,68,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2,0,0
"class",1,0,3,0,0,2,1,0,0,0,0,7,0,1,0,0,1,0,0,1,0,1,0,0,4,2,1,2,0,0,0,0,0,5,5,1,0,0,0,9,6,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,3,0,4,0,1,0,0,0,1,1,2,1,2,0,1,2,1,7,0,0,1,1,9,4,2,0,2,0,0,2,1,0,0,1,3,1,0,6,0,0,0,0,0,6,0,4,0,6,0,1,0,1,5,0,13,6,4,0,7,1,2,12,4,5,4,2,0,5,0,2,1,4,0,0,3,2,95,1,5,0,1,0,2,0,1,0,3,0,0,2,0,4,2,0,2,1,1,3,21,0,0,1,1,1,1,28,1,0,10,5,19,2,0,5,0,0,0,2,0,0,7,3,1,5,2,1,2,0,0,2,10,1,4,2,0,0,4,6,3,2,3,0,1,2,3,18,15,3,13,4,9,3,29,6,14,18,17,1,0,0,0,0,0,0,0,1,0,1,44,3,0,1,0,0
"due",0,0,0,22,0,1,1,0,1,0,2,0,0,0,1,3,0,0,1,1,0,0,0,2,1,0,0,0,0,1,1,1,0,1,0,1,1,35,0,2,0,2,0,0,1,2,7,0,2,27,0,0,1,0,0,0,0,0,3,7,3,2,0,1,0,1,2,0,0,0,1,2,0,0,0,26,0,0,0,1,2,0,9,1,0,0,0,0,0,2,1,0,4,10,0,0,0,0,0,1,0,2,0,1,3,1,1,0,1,1,0,2,0,1,1,0,2,1,4,0,1,0,2,1,1,0,0,2,4,0,29,0,1,95,2,0,1,2,1,3,1,0,0,10,0,4,1,2,0,0,0,3,0,2,1,1,5,3,0,0,3,0,0,13,2,1,3,2,0,23,2,0,0,2,1,1,0,1,1,3,4,1,0,3,35,0,1,6,9,0,35,1,1,2,0,1,4,10,0,0,3,2,4,38,2,2,5,2,7,8,6,12,3,4,0,0,0,0,0,0,0,1,1,2,10,4,0,4,0,0
"issu",0,1,1,0,0,0,1,0,0,0,2,20,1,2,1,0,0,0,2,0,1,3,0,2,1,1,2,1,1,0,0,12,2,20,0,1,0,2,0,2,16,1,0,1,1,3,0,0,0,1,2,0,1,1,0,2,1,1,2,0,0,0,0,4,0,2,2,1,1,0,0,0,0,13,0,0,1,0,1,2,4,1,1,2,1,2,1,0,3,0,6,0,1,11,0,0,0,0,0,1,0,0,0,21,0,1,2,1,15,1,1,0,3,0,5,1,0,2,2,1,2,1,2,4,0,3,1,3,0,0,0,0,5,2,97,2,2,9,2,0,2,0,1,17,1,1,1,2,2,1,5,3,0,1,21,0,6,0,0,0,3,8,0,1,8,2,3,2,0,1,0,0,0,2,2,8,17,1,1,5,2,2,0,8,6,0,0,1,3,2,6,1,1,3,0,0,2,2,1,6,8,10,1,27,28,9,8,0,5,9,7,2,4,0,0,0,0,0,0,0,0,0,0,0,28,5,0,4,0,0
"staff",5,0,1,0,0,1,0,1,0,0,1,0,1,0,5,0,1,0,1,2,4,1,0,3,4,3,1,3,0,0,0,0,0,1,2,0,0,1,1,0,4,0,0,0,2,0,0,1,0,0,3,2,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,1,3,8,2,2,0,4,0,1,1,3,2,1,1,0,1,4,0,1,0,3,7,5,2,1,2,0,0,0,0,0,0,1,0,0,1,0,3,4,0,1,4,0,4,2,0,0,0,6,1,2,2,7,0,0,0,2,2,3,0,1,4,0,0,1,0,0,2,97,0,2,0,1,0,2,4,0,0,1,2,2,1,2,0,3,1,4,2,0,0,8,2,1,2,2,1,2,7,3,15,0,0,4,1,0,0,6,0,3,5,8,1,7,1,5,0,2,0,4,0,0,5,3,0,5,15,4,2,6,4,1,0,3,7,16,5,2,6,7,18,4,16,3,7,3,7,2,0,0,0,0,0,0,0,0,0,1,63,6,0,8,0,0
"chanc",1,1,2,1,0,0,2,5,10,2,1,0,4,2,1,0,6,0,1,1,0,1,3,1,0,3,0,0,0,2,8,4,2,3,0,0,2,2,1,3,0,1,0,2,0,1,0,10,1,1,0,0,1,2,2,0,0,3,0,0,0,0,2,1,5,1,4,0,0,0,0,2,1,6,1,1,0,0,0,1,1,2,0,1,1,0,0,0,0,3,4,0,0,2,0,0,0,0,0,5,0,1,8,0,0,0,1,1,0,4,4,0,0,0,0,9,0,1,4,2,3,0,5,4,1,2,13,2,1,21,1,0,1,1,2,0,98,6,5,2,2,1,12,7,7,2,3,1,11,5,10,8,2,0,0,1,7,5,8,0,3,2,0,2,3,2,3,6,11,4,1,21,0,3,1,3,0,1,47,3,2,2,0,3,8,0,0,1,5,18,7,0,5,1,0,7,4,8,32,6,1,2,1,11,1,3,11,1,2,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0
"team",0,0,2,0,1,1,1,2,0,0,0,0,2,1,0,0,1,0,4,4,1,8,5,1,0,2,1,0,0,0,0,13,4,0,0,5,7,6,0,0,0,3,1,3,0,1,0,0,0,1,1,5,1,2,1,0,1,1,1,3,0,0,3,3,0,0,1,0,0,1,2,1,0,0,1,4,4,0,0,3,1,2,1,2,1,1,0,0,1,0,7,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,4,1,1,0,1,0,1,2,2,3,2,0,17,2,2,4,0,0,0,0,4,0,0,2,9,2,6,99,5,5,2,0,1,14,0,6,6,2,1,4,13,0,1,2,0,2,18,7,0,0,1,1,0,3,0,6,2,4,0,2,3,0,0,4,1,0,1,0,8,10,3,9,0,3,22,0,2,4,3,4,24,0,8,0,0,2,1,13,1,3,3,2,2,16,2,3,8,3,5,6,7,1,4,0,0,0,0,0,0,0,1,1,1,1,4,4,0,2,1,1
"full",0,0,1,24,0,0,0,2,3,9,0,0,0,3,1,2,0,1,1,0,0,3,1,3,0,1,0,0,0,1,0,2,1,1,0,1,4,1,1,0,0,1,0,0,3,4,0,5,0,2,1,2,0,0,1,0,1,23,2,0,0,0,0,1,5,1,1,3,0,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,8,0,0,0,4,1,1,0,3,0,0,0,0,0,1,0,0,3,0,0,3,0,1,1,0,3,0,1,0,1,2,0,2,1,2,0,1,2,1,2,2,4,4,1,1,0,0,2,1,2,0,5,5,101,1,0,0,3,2,2,3,1,4,1,0,2,2,2,1,0,0,2,1,28,0,2,1,0,1,28,3,1,26,28,5,0,7,0,1,0,1,2,1,13,6,2,2,1,2,1,1,2,3,1,4,1,0,1,2,0,5,4,4,49,3,5,10,6,7,1,3,7,2,4,28,8,7,9,1,0,0,0,0,0,0,0,0,0,1,15,0,0,10,0,3
