"","clean_text","date","text","retweet_count","favorite_count","reply"
"78","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,969,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-23 18:07:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,969,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"79","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,972,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-23 18:02:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,972,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"80","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,975,Dose2 Capacity: 394,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-23 18:00:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,975,\nDose2 Capacity: 394,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"81","The Sumner County Health Department announced today that Friday, June 25 will be the last day of COVID-19 vaccine administration at the Volunteer State Community College campus. ",2021-06-23 17:58:05,"b'The Sumner County Health Department announced today that Friday, June 25 will be the last day of COVID-19 vaccine administration at the Volunteer State Community College campus. https://t.co/HIg4bAlBFt'",0,1,0
"82","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 24-06-2021Age Limit: 45Available Capacity: 83Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM",2021-06-23 17:52:55,"b'Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)\nDate: 24-06-2021\nAge Limit: 45\nAvailable Capacity: 83\nVaccine: COVISHIELD\nSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM'",0,0,1
"83","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 23-06-2021Age Limit: 45Available Capacity: 78Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM",2021-06-23 17:52:43,"b'Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)\nDate: 23-06-2021\nAge Limit: 45\nAvailable Capacity: 78\nVaccine: COVISHIELD\nSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM'",0,0,1
"84","My 12 year old 2nd vaccine  was 19 June 2021  who can we participate in the lottery for young people college tuition?",2021-06-23 17:46:15,"b'My 12 year old 2nd vaccine  was 19 June 2021 @NYCMayor who can we participate in the lottery for young people college tuition?'",0,0,0
"85","Parents of students in State College for the summer, your student can participate in the vaccine clinic being held on campus on Monday and Tuesday, June 28 and 29. ",2021-06-23 17:43:58,"b'Parents of students in State College for the summer, your student can participate in the vaccine clinic being held on campus on Monday and Tuesday, June 28 and 29. https://t.co/6tv44Nu4lv'",1,1,0
"86"," Try replacing them with these. Received mine today ",2021-06-23 17:40:26,"b'@PippaTaLula Try replacing them with these. Received mine today \nhttps://t.co/t1LRrtYonm'",0,0,1
"87","The American College of Rheumatology released recommendations for vaccinating #rheumatology patients against COVID-19. ",2021-06-23 17:40:02,"b'The American College of Rheumatology released recommendations for vaccinating #rheumatology patients against COVID-19. https://t.co/CMH9RFxsvb @SpecialtyPharm @ACRheum @AllianceRxWP #COVID19 #rheumatoidarthritis'",1,2,0
"88","I dont think that you should be forced to get the COVID19 vaccine to go to college, that wrong and something needs to be done about that, my body my choice!",2021-06-23 17:39:10,"b""I don't think that you should be forced to get the COVID19 vaccine to go to college, that wrong and something needs to be done about that, my body my choice!""",0,1,0
"89","Not sure why no one is talking about this. They were canceling college athletics because of a very few cases dude to Covid yet an astronomical number caused by vaccine and silence. Not saying vaccine is bad but I know the below isnt good for sure ",2021-06-23 17:39:08,"b'Not sure why no one is talking about this. They were canceling college athletics because of a very few cases dude to Covid yet an astronomical number caused by vaccine and silence. Not saying vaccine is bad but I know the below isnt good for sure https://t.co/QcnnQtODky'",0,0,0
"90"," Sir you cant start the college As the Delta variant has arrived Youre putting students lives in dangerous as the vaccine is not more effective against delta variant    ",2021-06-23 17:39:04,"b""@drashwathcn Sir you can't start the college \nAs the Delta variant has arrived \nYou're putting students lives in dangerous as the vaccine is not more effective against delta variant \n@CMofKarnataka @ugc_india \n@tv9kannada @nimmasuresh""",0,0,1
"91","college could miss me with the vaccine requirements . ya not bouta make me get something that i dont want . fuck all ya",2021-06-23 17:34:13,"b'college could miss me with the vaccine requirements . ya not bouta make me get something that i dont want . fuck all ya'",0,0,0
"92","BS WHO said dont vaccinate children and college students... delta variant is a political ploy. and i see your going after red states... trying anything you can to force your experimental vaccine.",2021-06-23 17:33:19,"b""BS WHO said don't vaccinate children and college students... delta variant is a political ploy. and i see your going after red states... trying anything you can to force your experimental vaccine.\n\nhttps://t.co/3gJnuOmrG4""",0,0,0
"93","Students sue Indiana University for requiring Covid vaccine. A college town in Springfield, Missouri cases are rising due to the more infectious Delta variant. They may have to shift patients to hospitals in other areas. More info: ",2021-06-23 17:31:18,"b'Students sue Indiana University for requiring Covid vaccine. A college town in Springfield, Missouri cases are rising due to the more infectious Delta variant. They may have to shift patients to hospitals in other areas. More info: https://t.co/Y84Auf9X3a'",0,0,0
"94","* Two from #LongIsland were among 10 to win a full ride to any SUNY or CUNY school after getting a COVID-19 vaccine. #DailyVoice ",2021-06-23 17:31:04,"b'* Two from #LongIsland were among 10 to win a full ride to any SUNY or CUNY school after getting a COVID-19 vaccine. #DailyVoice https://t.co/QDKuDHioVR'",0,1,0
"95","* Two from #SuffolkCounty were among 10 to win a full ride to any SUNY or CUNY school after getting a COVID-19 vaccine. #DailyVoice ",2021-06-23 17:30:45,"b'* Two from #SuffolkCounty were among 10 to win a full ride to any SUNY or CUNY school after getting a COVID-19 vaccine. #DailyVoice https://t.co/hHQP8Ow8ux'",0,0,0
"96",", along with many other schools, is removing most restrictions for students with the Covid-19 vaccine. With #college #move-in being short months away, demand for vaccines continues for students. #dormmoving #dorm #collegemoving",2021-06-23 17:30:05,"b'@UMich, along with many other schools, is removing most restrictions for students with the Covid-19 vaccine. With #college #move-in being short months away, demand for vaccines continues for students. #dormmoving #dorm #collegemoving\nhttps://t.co/gCf6LknRvi'",0,0,0
"97","Students suing Indiana University over their vaccine mandate because its against their constitutional rights. Please tell me where in the constitution it says its a constitutional right to go to college?!?",2021-06-23 17:27:09,"b'Students suing Indiana University over their vaccine mandate because its against their constitutional rights. \n\nPlease tell me where in the constitution it says its a constitutional right to go to college?!?'",0,1,0
"98","idk why these college and universities are making it mandatory for students to get this vaccine.",2021-06-23 17:24:21,"b'idk why these college and universities are making it mandatory for students to get this vaccine.'",0,0,0
"99","  Also most of your understanding of COVID is based off the Alpha variant.  The Delta variant which is the dominant one targets younger adults.  As a college educated adult I took the vaccine because it is the smart thing to do.",2021-06-23 17:21:33,"b'@ajz6383 @VidsbyX3 Also most of your understanding of COVID is based off the Alpha variant.  The Delta variant which is the dominant one targets younger adults.  As a college educated adult I took the vaccine because it is the smart thing to do.'",0,0,1
"100","Two public universities, two divergent approaches, one race to a common goal: Maximize vaccination of college studentsNOTE: University of Illinois at Urbana-Champaign requiring vaccination of all students returning to campus in fall 2021. ",2021-06-23 17:20:02,"b'Two public universities, two divergent approaches, one race to a common goal: Maximize vaccination of college students\n\nNOTE: University of Illinois at Urbana-Champaign requiring vaccination of all students returning to campus in fall 2021.\n\n https://t.co/LrfDreAjlE'",0,0,0
"101","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 471,986,Dose2 Capacity: 399,82,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-23 17:07:05,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 471,986,\nDose2 Capacity: 399,82,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"102","[BC] Hey #Vancouver!! Swing by Vancouver Community College for your vaccine and enjoy some live music! ",2021-06-23 17:02:39,"b'[BC] Hey #Vancouver!! Swing by Vancouver Community College for your vaccine and enjoy some live music! https://t.co/NKLrhljA4R #COVID19BC #vhcBC'",4,3,0
"103","Free college sound good to you? For anyone 12-17 years old, get the vaccine, then take your shot at one of nine (yes9) $100,000 scholarships. Visit ",2021-06-23 17:00:59,"b'Free college sound good to you? For anyone 12-17 years old, get the vaccine, then take your shot at one of nine (yes9) $100,000 \nscholarships. Visit https://t.co/7sRKonf787 for more.\n\n#BringBackLA #CovidVaccine  #ShotataMillion #TakeyourSHOT https://t.co/rUSgcYxDLZ'",2,4,0
"104"," One of my friends daughters did have some myocarditis post vaccine. She recovered well anc is still very happy to have vaccine mediated virus protection as she returns to college.",2021-06-23 16:58:28,"b'@eliowa One of my friends daughters did have some myocarditis post vaccine. She recovered well anc is still very happy to have vaccine mediated virus protection as she returns to college.'",0,1,1
"105","Hey Vancouver! If you still need a first-dose COVID-19 vaccine, come by todays drop-in clinic to get your shot and enjoy some live music. Vancouver Community College - 1199 E 7th Avenue, Vancouver 9 a.m. to 6 p.m. 400 drop-in spots available ",2021-06-23 16:55:26,"b""Hey Vancouver! If you still need a first-dose COVID-19 vaccine, come by today's drop-in clinic to get your shot and enjoy some live music.\n\n Vancouver Community College - 1199 E 7th Avenue, Vancouver\n 9 a.m. to 6 p.m.\n 400 drop-in spots available https://t.co/ekM7N2Y1ff""",54,33,0
"106","My college is now giving people $150 of bookstore credit to get the vaccine.No one gave me cool deals when I got vaccinated in February! Especially not for my textbooks.",2021-06-23 16:52:25,"b'My college is now giving people $150 of bookstore credit to get the vaccine.\nNo one gave me cool deals when I got vaccinated in February! Especially not for my textbooks.'",0,10,0
"107","  im sorry u have to go through this! Senior hs &amp; freshman college are such memorable important years, I cant imagine having mine during the pandemic. Do u think vaccine delivery will improve soon enough for u to leave for school???",2021-06-23 16:48:23,"b'@F4TSFOBIK  im sorry u have to go through this! Senior hs &amp; freshman college are such memorable important years, I cant imagine having mine during the pandemic. Do u think vaccine delivery will improve soon enough for u to leave for school???'",0,0,1
"108","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 24-06-2021Age Limit: 45Available Capacity: 96Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM",2021-06-23 16:45:00,"b'Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)\nDate: 24-06-2021\nAge Limit: 45\nAvailable Capacity: 96\nVaccine: COVISHIELD\nSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM'",0,0,1
